ID;MACRORREG_OCOR;COD_UF_OCOR;UF_OCOR;COD_MUN_OCOR;MUN_OCOR;DATA_OCOR;SE_OCOR;MES_OCOR;ANO_OCOR;MONITORAMENTO_OCOR
2187;S;42;SC;421680;SÃO JOSÉ DO CERRITO;11/02/2021;6;2;2021;2020/2021
2188;S;42;SC;421710;SÃO MARTINHO;16/02/2021;7;2;2021;2020/2021
2189;S;42;SC;421680;SÃO JOSÉ DO CERRITO;10/02/2021;6;2;2021;2020/2021
2190;S;42;SC;420930;LAGES;09/02/2021;6;2;2021;2020/2021
2191;S;42;SC;420417;CERRO NEGRO;10/02/2021;6;2;2021;2020/2021
2192;S;42;SC;421680;SÃO JOSÉ DO CERRITO;15/02/2021;7;2;2021;2020/2021
2193;S;42;SC;421680;SÃO JOSÉ DO CERRITO;15/02/2021;7;2;2021;2020/2021
2194;S;42;SC;421680;SÃO JOSÉ DO CERRITO;15/02/2021;7;2;2021;2020/2021
2195;S;42;SC;421680;SÃO JOSÉ DO CERRITO;15/02/2021;7;2;2021;2020/2021
2196;S;42;SC;420930;LAGES;17/02/2021;7;2;2021;2020/2021
2197;CO;52;GO;521220;JUSSARA;04/02/2021;5;2;2021;2020/2021
2198;S;42;SC;420240;BLUMENAU;18/02/2021;7;2;2021;2020/2021
2199;S;42;SC;420340;CAMPO BELO DO SUL;18/02/2021;7;2;2021;2020/2021
2200;S;42;SC;421490;RIO FORTUNA;26/02/2021;8;2;2021;2020/2021
2201;S;42;SC;420340;CAMPO BELO DO SUL;23/02/2021;8;2;2021;2020/2021
2202;S;42;SC;420930;LAGES;21/02/2021;8;2;2021;2020/2021
2203;S;42;SC;420455;CORREIA PINTO;21/02/2021;8;2;2021;2020/2021
2204;S;43;RS;431446;PINHAL DA SERRA;09/02/2021;6;2;2021;2020/2021
2205;S;43;RS;430462;CAPÃO BONITO DO SUL;09/02/2021;6;2;2021;2020/2021
2206;S;43;RS;431490;PORTO ALEGRE;16/02/2021;7;2;2021;2020/2021
2207;S;43;RS;431446;PINHAL DA SERRA;05/01/2021;1;1;2021;2020/2021
2208;S;43;RS;431130;LAGOA VERMELHA;19/02/2021;7;2;2021;2020/2021
2209;S;43;RS;431446;PINHAL DA SERRA;19/02/2021;7;2;2021;2020/2021
2210;S;43;RS;431600;ROLANTE;22/02/2021;8;2;2021;2020/2021
2211;S;43;RS;430066;ANDRÉ DA ROCHA;19/02/2021;7;2;2021;2020/2021
2212;S;43;RS;431446;PINHAL DA SERRA;19/02/2021;7;2;2021;2020/2021
2213;S;43;RS;431261;MUITOS CAPÕES;20/02/2021;7;2;2021;2020/2021
2214;S;43;RS;430740;ESMERALDA;19/02/2021;7;2;2021;2020/2021
2215;S;43;RS;430180;BARRACÃO;22/02/2021;8;2;2021;2020/2021
2216;S;43;RS;430790;FARROUPILHA;25/02/2021;8;2;2021;2020/2021
2217;S;42;SC;421560;SANTA ROSA DE LIMA;23/02/2021;8;2;2021;2020/2021
2218;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2219;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2220;S;42;SC;420340;CAMPO BELO DO SUL;20/02/2021;7;2;2021;2020/2021
2221;S;42;SC;421680;SÃO JOSÉ DO CERRITO;19/02/2021;7;2;2021;2020/2021
2222;S;42;SC;421680;SÃO JOSÉ DO CERRITO;19/02/2021;7;2;2021;2020/2021
2223;S;42;SC;421560;SANTA ROSA DE LIMA;22/02/2021;8;2;2021;2020/2021
2224;S;42;SC;421680;SÃO JOSÉ DO CERRITO;23/02/2021;8;2;2021;2020/2021
2225;S;42;SC;420340;CAMPO BELO DO SUL;23/02/2021;8;2;2021;2020/2021
2226;S;42;SC;420340;CAMPO BELO DO SUL;20/02/2021;7;2;2021;2020/2021
2227;S;42;SC;420930;LAGES;21/02/2021;8;2;2021;2020/2021
2228;S;42;SC;420417;CERRO NEGRO;08/02/2021;6;2;2021;2020/2021
2229;S;43;RS;432250;VACARIA;22/02/2021;8;2;2021;2020/2021
2230;S;43;RS;432250;VACARIA;23/02/2021;8;2;2021;2020/2021
2231;S;43;RS;432250;VACARIA;24/02/2021;8;2;2021;2020/2021
2232;S;43;RS;430740;ESMERALDA;25/02/2021;8;2;2021;2020/2021
2233;S;43;RS;430740;ESMERALDA;25/02/2021;8;2;2021;2020/2021
2234;S;43;RS;431237;MONTE ALEGRE DOS CAMPOS;26/02/2021;8;2;2021;2020/2021
2235;S;43;RS;432250;VACARIA;02/03/2021;9;3;2021;2020/2021
2236;S;43;RS;431446;PINHAL DA SERRA;25/02/2021;8;2;2021;2020/2021
2237;S;42;SC;421680;SÃO JOSÉ DO CERRITO;26/02/2021;8;2;2021;2020/2021
2238;S;42;SC;420455;CORREIA PINTO;26/02/2021;8;2;2021;2020/2021
2239;S;43;RS;432250;VACARIA;03/03/2021;9;3;2021;2020/2021
2240;S;43;RS;431446;PINHAL DA SERRA;25/02/2021;8;2;2021;2020/2021
2241;S;43;RS;430740;ESMERALDA;07/03/2021;10;3;2021;2020/2021
2242;S;43;RS;431043;IPÊ;08/03/2021;10;3;2021;2020/2021
2243;S;41;PR;411950;PIRAQUARA;11/02/2021;6;2;2021;2020/2021
2244;S;43;RS;431446;PINHAL DA SERRA;11/02/2021;6;2;2021;2020/2021
2245;S;43;RS;431237;MONTE ALEGRE DOS CAMPOS;03/03/2021;9;3;2021;2020/2021
2246;S;43;RS;432250;VACARIA;07/03/2021;10;3;2021;2020/2021
2247;S;43;RS;432250;VACARIA;03/03/2021;9;3;2021;2020/2021
2248;S;43;RS;430462;CAPÃO BONITO DO SUL;09/03/2021;10;3;2021;2020/2021
2249;S;43;RS;430740;ESMERALDA;10/03/2021;10;3;2021;2020/2021
2250;S;43;RS;431490;PORTO ALEGRE;09/03/2021;10;3;2021;2020/2021
2251;S;43;RS;431261;MUITOS CAPÕES;08/03/2021;10;3;2021;2020/2021
2252;S;43;RS;431261;MUITOS CAPÕES;08/03/2021;10;3;2021;2020/2021
2253;S;43;RS;430080;ANTÔNIO PRADO;09/03/2021;10;3;2021;2020/2021
2254;S;43;RS;430367;CAMPESTRE DA SERRA;11/03/2021;10;3;2021;2020/2021
2255;S;43;RS;430066;ANDRÉ DA ROCHA;11/03/2021;10;3;2021;2020/2021
2256;S;43;RS;430462;CAPÃO BONITO DO SUL;11/03/2021;10;3;2021;2020/2021
2257;S;43;RS;431261;MUITOS CAPÕES;11/03/2021;10;3;2021;2020/2021
2258;S;43;RS;431043;IPÊ;12/03/2021;10;3;2021;2020/2021
2259;S;42;SC;421200;PALMA SOLA;05/02/2021;5;2;2021;2020/2021
2260;S;42;SC;421205;PALMEIRA;08/02/2021;6;2;2021;2020/2021
2261;S;42;SC;420340;CAMPO BELO DO SUL;06/02/2021;5;2;2021;2020/2021
2262;S;42;SC;421915;VARGEM;15/02/2021;7;2;2021;2020/2021
2263;S;42;SC;420340;CAMPO BELO DO SUL;15/02/2021;7;2;2021;2020/2021
2264;S;42;SC;420360;CAMPOS NOVOS;14/02/2021;7;2;2021;2020/2021
2265;S;42;SC;420340;CAMPO BELO DO SUL;17/02/2021;7;2;2021;2020/2021
2266;S;42;SC;420110;ANITÁPOLIS;14/02/2021;7;2;2021;2020/2021
2267;S;42;SC;420930;LAGES;19/02/2021;7;2;2021;2020/2021
2268;S;42;SC;420060;ÁGUAS MORNAS;14/02/2021;7;2;2021;2020/2021
2269;S;42;SC;420110;ANITÁPOLIS;14/02/2021;7;2;2021;2020/2021
2270;S;42;SC;420110;ANITÁPOLIS;19/02/2021;7;2;2021;2020/2021
2271;S;42;SC;421490;RIO FORTUNA;20/02/2021;7;2;2021;2020/2021
2272;S;42;SC;421680;SÃO JOSÉ DO CERRITO;22/02/2021;8;2;2021;2020/2021
2273;S;42;SC;421680;SÃO JOSÉ DO CERRITO;22/02/2021;8;2;2021;2020/2021
2274;S;42;SC;421680;SÃO JOSÉ DO CERRITO;22/02/2021;8;2;2021;2020/2021
2275;S;42;SC;421680;SÃO JOSÉ DO CERRITO;22/02/2021;8;2;2021;2020/2021
2276;S;42;SC;420340;CAMPO BELO DO SUL;23/02/2021;8;2;2021;2020/2021
2277;S;42;SC;420340;CAMPO BELO DO SUL;23/02/2021;8;2;2021;2020/2021
2278;S;42;SC;420930;LAGES;22/02/2021;8;2;2021;2020/2021
2279;S;42;SC;420930;LAGES;22/02/2021;8;2;2021;2020/2021
2280;S;42;SC;420340;CAMPO BELO DO SUL;25/02/2021;8;2;2021;2020/2021
2281;S;42;SC;420340;CAMPO BELO DO SUL;25/02/2021;8;2;2021;2020/2021
2282;S;42;SC;420340;CAMPO BELO DO SUL;25/02/2021;8;2;2021;2020/2021
2283;S;42;SC;420340;CAMPO BELO DO SUL;25/02/2021;8;2;2021;2020/2021
2284;S;42;SC;420340;CAMPO BELO DO SUL;25/02/2021;8;2;2021;2020/2021
2285;S;42;SC;421680;SÃO JOSÉ DO CERRITO;26/02/2021;8;2;2021;2020/2021
2286;S;42;SC;421680;SÃO JOSÉ DO CERRITO;26/02/2021;8;2;2021;2020/2021
2287;S;42;SC;421680;SÃO JOSÉ DO CERRITO;26/02/2021;8;2;2021;2020/2021
2288;S;42;SC;421490;RIO FORTUNA;03/03/2021;9;3;2021;2020/2021
2289;S;42;SC;421680;SÃO JOSÉ DO CERRITO;01/03/2021;9;3;2021;2020/2021
2290;S;42;SC;421680;SÃO JOSÉ DO CERRITO;01/03/2021;9;3;2021;2020/2021
2291;S;42;SC;421680;SÃO JOSÉ DO CERRITO;01/03/2021;9;3;2021;2020/2021
2292;S;42;SC;421680;SÃO JOSÉ DO CERRITO;01/03/2021;9;3;2021;2020/2021
2293;S;42;SC;420930;LAGES;27/02/2021;8;2;2021;2020/2021
2294;S;42;SC;420325;CAPÃO ALTO;03/03/2021;9;3;2021;2020/2021
2295;S;42;SC;420930;LAGES;04/03/2021;9;3;2021;2020/2021
2296;S;42;SC;420280;BRAÇO DO NORTE;06/03/2021;9;3;2021;2020/2021
2297;S;42;SC;420340;CAMPO BELO DO SUL;16/02/2021;7;2;2021;2020/2021
2298;S;42;SC;421680;SÃO JOSÉ DO CERRITO;03/03/2021;9;3;2021;2020/2021
2299;S;42;SC;421680;SÃO JOSÉ DO CERRITO;03/03/2021;9;3;2021;2020/2021
2300;S;42;SC;420325;CAPÃO ALTO;06/03/2021;9;3;2021;2020/2021
2301;S;42;SC;421680;SÃO JOSÉ DO CERRITO;09/03/2021;10;3;2021;2020/2021
2302;S;42;SC;420325;CAPÃO ALTO;09/03/2021;10;3;2021;2020/2021
2303;S;42;SC;420325;CAPÃO ALTO;10/03/2021;10;3;2021;2020/2021
2304;S;42;SC;421490;RIO FORTUNA;08/03/2021;10;3;2021;2020/2021
2305;S;42;SC;421710;SÃO MARTINHO;14/03/2021;11;3;2021;2020/2021
2306;S;42;SC;420340;CAMPO BELO DO SUL;11/03/2021;10;3;2021;2020/2021
2307;S;42;SC;420455;CORREIA PINTO;12/03/2021;10;3;2021;2020/2021
2308;S;42;SC;421680;SÃO JOSÉ DO CERRITO;12/03/2021;10;3;2021;2020/2021
2309;S;42;SC;421680;SÃO JOSÉ DO CERRITO;12/03/2021;10;3;2021;2020/2021
2310;S;42;SC;421490;RIO FORTUNA;16/03/2021;11;3;2021;2020/2021
2311;S;42;SC;420325;CAPÃO ALTO;15/03/2021;11;3;2021;2020/2021
2312;S;42;SC;421560;SANTA ROSA DE LIMA;05/03/2021;9;3;2021;2020/2021
2313;S;42;SC;421710;SÃO MARTINHO;17/03/2021;11;3;2021;2020/2021
2314;S;42;SC;420325;CAPÃO ALTO;16/03/2021;11;3;2021;2020/2021
2315;S;43;RS;430230;BOM JESUS;19/03/2021;11;3;2021;2020/2021
2316;S;43;RS;431130;LAGOA VERMELHA;21/03/2021;12;3;2021;2020/2021
2317;S;43;RS;430230;BOM JESUS;26/03/2021;12;3;2021;2020/2021
2318;S;43;RS;431043;IPÊ;27/03/2021;12;3;2021;2020/2021
2319;S;43;RS;430066;ANDRÉ DA ROCHA;15/03/2021;11;3;2021;2020/2021
2320;S;42;SC;420340;CAMPO BELO DO SUL;16/02/2021;7;2;2021;2020/2021
2321;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2322;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2323;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2324;S;42;SC;420340;CAMPO BELO DO SUL;21/02/2021;8;2;2021;2020/2021
2325;S;42;SC;420340;CAMPO BELO DO SUL;16/02/2021;7;2;2021;2020/2021
2326;S;42;SC;420110;ANITÁPOLIS;14/02/2021;7;2;2021;2020/2021
2327;S;42;SC;420360;CAMPOS NOVOS;18/02/2021;7;2;2021;2020/2021
2328;N;12;AC;120038;PLÁCIDO DE CASTRO;14/03/2021;11;3;2021;2020/2021
2329;S;42;SC;421710;SÃO MARTINHO;21/03/2021;12;3;2021;2020/2021
2330;S;42;SC;421710;SÃO MARTINHO;20/03/2021;11;3;2021;2020/2021
2331;S;42;SC;421710;SÃO MARTINHO;24/03/2021;12;3;2021;2020/2021
2332;S;42;SC;421710;SÃO MARTINHO;25/03/2021;12;3;2021;2020/2021
2333;CO;52;GO;520870;GOIÂNIA;09/02/2021;6;2;2021;2020/2021
2334;S;43;RS;431680;SANTA CRUZ DO SUL;29/03/2021;13;3;2021;2020/2021
2335;S;43;RS;430066;ANDRÉ DA ROCHA;31/03/2021;13;3;2021;2020/2021
2336;S;43;RS;430510;CAXIAS DO SUL;04/04/2021;14;4;2021;2020/2021
2337;S;43;RS;430510;CAXIAS DO SUL;05/04/2021;14;4;2021;2020/2021
2338;S;43;RS;430550;CIRÍACO;06/04/2021;14;4;2021;2020/2021
2339;S;43;RS;431130;LAGOA VERMELHA;07/04/2021;14;4;2021;2020/2021
2340;CO;53;DF;530010;BRASÍLIA;03/12/2020;49;12;2020;2020/2021
2341;SE;35;SP;354980;SÃO JOSÉ DO RIO PRETO;18/03/2021;11;3;2021;2020/2021
2342;S;43;RS;431247;MORRO REUTER;06/04/2021;14;4;2021;2020/2021
2343;S;43;RS;430367;CAMPESTRE DA SERRA;08/04/2021;14;4;2021;2020/2021
2344;S;43;RS;430510;CAXIAS DO SUL;09/04/2021;14;4;2021;2020/2021
2345;S;43;RS;430510;CAXIAS DO SUL;09/04/2021;14;4;2021;2020/2021
2346;S;43;RS;430510;CAXIAS DO SUL;11/04/2021;15;4;2021;2020/2021
2347;S;43;RS;431900;SÃO MARCOS;11/04/2021;15;4;2021;2020/2021
2348;S;43;RS;430510;CAXIAS DO SUL;08/04/2021;14;4;2021;2020/2021
2349;S;43;RS;430440;CANELA;06/03/2021;9;3;2021;2020/2021
2350;S;43;RS;431112;JAQUIRANA;11/04/2021;15;4;2021;2020/2021
2351;S;43;RS;431900;SÃO MARCOS;13/04/2021;15;4;2021;2020/2021
2352;S;43;RS;431900;SÃO MARCOS;14/04/2021;15;4;2021;2020/2021
2353;S;43;RS;431600;ROLANTE;19/04/2021;16;4;2021;2020/2021
2354;S;43;RS;430517;CERRO GRANDE DO SUL;16/04/2021;15;4;2021;2020/2021
2355;S;43;RS;432260;VENÂNCIO AIRES;20/04/2021;16;4;2021;2020/2021
2356;S;43;RS;430510;CAXIAS DO SUL;22/04/2021;16;4;2021;2020/2021
2357;S;43;RS;431490;PORTO ALEGRE;23/04/2021;16;4;2021;2020/2021
2358;S;43;RS;430230;BOM JESUS;22/04/2021;16;4;2021;2020/2021
2359;S;43;RS;430230;BOM JESUS;23/04/2021;16;4;2021;2020/2021
2360;S;43;RS;430080;ANTÔNIO PRADO;19/04/2021;16;4;2021;2020/2021
2361;S;43;RS;431261;MUITOS CAPÕES;22/04/2021;16;4;2021;2020/2021
2362;S;43;RS;431900;SÃO MARCOS;23/04/2021;16;4;2021;2020/2021
2363;S;43;RS;431900;SÃO MARCOS;26/04/2021;17;4;2021;2020/2021
2364;S;43;RS;432260;VENÂNCIO AIRES;27/04/2021;17;4;2021;2020/2021
2365;S;43;RS;430190;BARRA DO RIBEIRO;08/04/2021;14;4;2021;2020/2021
2366;S;43;RS;432300;VIAMÃO;21/04/2021;16;4;2021;2020/2021
2367;S;43;RS;430510;CAXIAS DO SUL;27/04/2021;17;4;2021;2020/2021
2368;S;43;RS;430510;CAXIAS DO SUL;27/04/2021;17;4;2021;2020/2021
2369;S;43;RS;430925;GUABIJU;27/04/2021;17;4;2021;2020/2021
2370;S;43;RS;431320;NOVA PETRÓPOLIS;01/05/2021;17;5;2021;2020/2021
2371;S;43;RS;430810;FELIZ;02/05/2021;18;5;2021;2020/2021
2372;S;43;RS;431900;SÃO MARCOS;30/04/2021;17;4;2021;2020/2021
2373;S;43;RS;431900;SÃO MARCOS;03/05/2021;18;5;2021;2020/2021
2374;S;43;RS;431112;JAQUIRANA;03/05/2021;18;5;2021;2020/2021
2375;S;43;RS;430820;FLORES DA CUNHA;03/05/2021;18;5;2021;2020/2021
2376;S;43;RS;430510;CAXIAS DO SUL;03/05/2021;18;5;2021;2020/2021
2377;S;43;RS;430510;CAXIAS DO SUL;04/05/2021;18;5;2021;2020/2021
2378;S;43;RS;430790;FARROUPILHA;04/05/2021;18;5;2021;2020/2021
2379;S;43;RS;430510;CAXIAS DO SUL;11/05/2021;19;5;2021;2020/2021
2380;S;43;RS;431490;PORTO ALEGRE;12/05/2021;19;5;2021;2020/2021
2381;S;43;RS;431820;SÃO FRANCISCO DE PAULA;12/05/2021;19;5;2021;2020/2021
2382;S;43;RS;430535;CHARQUEADAS;13/05/2021;19;5;2021;2020/2021
2383;S;43;RS;431490;PORTO ALEGRE;22/04/2021;16;4;2021;2020/2021
2384;S;43;RS;431820;SÃO FRANCISCO DE PAULA;06/03/2021;9;3;2021;2020/2021
2385;S;43;RS;431900;SÃO MARCOS;14/05/2021;19;5;2021;2020/2021
2386;S;43;RS;431306;NOVA HARTZ;19/05/2021;20;5;2021;2020/2021
2387;S;43;RS;431247;MORRO REUTER;26/05/2021;21;5;2021;2020/2021
2388;S;43;RS;431164;LINHA NOVA;31/05/2021;22;5;2021;2020/2021
2389;CO;53;DF;530010;BRASÍLIA;08/10/2020;41;10;2020;2020/2021
2390;CO;53;DF;530010;BRASÍLIA;26/10/2020;44;10;2020;2020/2021
2391;S;43;RS;431175;MANOEL VIANA;07/06/2021;23;6;2021;2020/2021
2392;S;43;RS;431690;SANTA MARIA;14/06/2021;24;6;2021;2020/2021
2393;SE;31;MG;316225;SÃO JOÃO DA LAGOA;05/07/2021;27;7;2021;2021/2022
2394;SE;31;MG;312090;CURVELO;12/07/2021;28;7;2021;2021/2022
2395;SE;31;MG;316225;SÃO JOÃO DA LAGOA;07/07/2021;27;7;2021;2021/2022
2396;S;42;SC;421590;SÃO BONIFÁCIO;07/03/2021;10;3;2021;2020/2021
2397;S;42;SC;421590;SÃO BONIFÁCIO;10/03/2021;10;3;2021;2020/2021
2398;S;42;SC;421590;SÃO BONIFÁCIO;10/03/2021;10;3;2021;2020/2021
2399;S;42;SC;421710;SÃO MARTINHO;06/04/2021;14;4;2021;2020/2021
2400;S;42;SC;420930;LAGES;28/04/2021;17;4;2021;2020/2021
2401;S;42;SC;421900;URUSSANGA;04/05/2021;18;5;2021;2020/2021
2402;S;42;SC;421900;URUSSANGA;17/05/2021;20;5;2021;2020/2021
2403;S;42;SC;421900;URUSSANGA;18/05/2021;20;5;2021;2020/2021
2404;S;42;SC;421900;URUSSANGA;18/05/2021;20;5;2021;2020/2021
2405;S;42;SC;420240;BLUMENAU;27/05/2021;21;5;2021;2020/2021
2406;S;42;SC;421900;URUSSANGA;12/07/2021;28;7;2021;2021/2022
2407;SE;31;MG;313005;ICARAÍ DE MINAS;23/08/2021;34;8;2021;2021/2022
2408;SE;31;MG;317000;UBAÍ;26/08/2021;34;8;2021;2021/2022
2409;SE;31;MG;313680;JURAMENTO;21/09/2020;39;9;2020;2020/2021
2410;SE;31;MG;310620;BELO HORIZONTE;05/07/2021;27;7;2021;2021/2022
2411;SE;31;MG;313005;ICARAÍ DE MINAS;13/09/2021;37;9;2021;2021/2022
2412;SE;31;MG;313005;ICARAÍ DE MINAS;13/09/2021;37;9;2021;2021/2022
2413;SE;31;MG;311880;CORAÇÃO DE JESUS;19/09/2021;38;9;2021;2021/2022
2414;SE;31;MG;313005;ICARAÍ DE MINAS;21/09/2021;38;9;2021;2021/2022
2415;SE;31;MG;310860;BRASÍLIA DE MINAS;05/10/2021;40;10;2021;2021/2022
2416;SE;31;MG;310860;BRASÍLIA DE MINAS;29/10/2021;43;10;2021;2021/2022
2417;S;43;RS;430544;CHUVISCA;21/07/2021;29;7;2021;2021/2022
2418;S;43;RS;431247;MORRO REUTER;05/10/2021;40;10;2021;2021/2022
2419;S;42;SC;421240;PEDRAS GRANDES;24/11/2021;47;11;2021;2021/2022
2420;S;42;SC;421605;SÃO CRISTOVÃO DO SUL;23/07/2021;29;7;2021;2021/2022
2421;N;15;PA;150030;AFUÁ;23/07/2021;29;7;2021;2021/2022
2422;SE;31;MG;316225;SÃO JOÃO DA LAGOA;05/07/2021;27;7;2021;2021/2022
2423;SE;31;MG;312090;CURVELO;12/07/2021;28;7;2021;2021/2022
2424;SE;31;MG;316225;SÃO JOÃO DA LAGOA;07/07/2021;27;7;2021;2021/2022
2425;S;42;SC;421900;URUSSANGA;12/07/2021;28;7;2021;2021/2022
2426;SE;31;MG;313005;ICARAÍ DE MINAS;23/08/2021;34;8;2021;2021/2022
2427;SE;31;MG;317000;UBAÍ;26/08/2021;34;8;2021;2021/2022
2428;SE;31;MG;310620;BELO HORIZONTE;05/07/2021;27;7;2021;2021/2022
2429;SE;31;MG;313005;ICARAÍ DE MINAS;13/09/2021;37;9;2021;2021/2022
2430;SE;31;MG;313005;ICARAÍ DE MINAS;13/09/2021;37;9;2021;2021/2022
2431;SE;31;MG;311880;CORAÇÃO DE JESUS;19/09/2021;38;9;2021;2021/2022
2432;SE;31;MG;313005;ICARAÍ DE MINAS;21/09/2021;38;9;2021;2021/2022
2433;SE;31;MG;310860;BRASÍLIA DE MINAS;05/10/2021;40;10;2021;2021/2022
2434;SE;31;MG;310860;BRASÍLIA DE MINAS;29/10/2021;43;10;2021;2021/2022
2435;S;43;RS;430544;CHUVISCA;21/07/2021;29;7;2021;2021/2022
2436;S;43;RS;431247;MORRO REUTER;05/10/2021;40;10;2021;2021/2022
2437;S;42;SC;421240;PEDRAS GRANDES;24/11/2021;47;11;2021;2021/2022
2438;S;42;SC;421605;SÃO CRISTOVÃO DO SUL;23/07/2021;29;7;2021;2021/2022
2439;N;15;PA;150030;AFUÁ;23/07/2021;29;7;2021;2021/2022
2440;SE;31;MG;310860;BRASÍLIA DE MINAS;18/01/2022;3;1;2022;2021/2022
2441;SE;31;MG;310860;BRASÍLIA DE MINAS;18/01/2022;3;1;2022;2021/2022
2442;SE;31;MG;310860;BRASÍLIA DE MINAS;17/01/2022;3;1;2022;2021/2022
2443;SE;31;MG;310860;BRASÍLIA DE MINAS;17/01/2022;3;1;2022;2021/2022
2444;SE;31;MG;310860;BRASÍLIA DE MINAS;17/01/2022;3;1;2022;2021/2022
2445;SE;31;MG;310860;BRASÍLIA DE MINAS;17/01/2022;3;1;2022;2021/2022
2446;SE;31;MG;313340;ITAPAGIPE;05/02/2022;5;2;2022;2021/2022
2447;SE;31;MG;317000;UBAÍ;12/03/2022;10;3;2022;2021/2022
2448;N;17;TO;171575;PALMEIRÓPOLIS;02/05/2022;18;5;2022;2021/2022
2449;S;41;PR;410773;FERNANDES PINHEIRO;26/08/2022;34;8;2022;2022/2023
2450;SE;31;MG;310860;BRASÍLIA DE MINAS;04/11/2022;44;11;2022;2022/2023
2451;SE;31;MG;317010;UBERABA;13/12/2022;50;12;2022;2022/2023
2452;S;43;RS;430510;CAXIAS DO SUL;20/01/2023;3;1;2023;2022/2023
2453;SE;35;SP;350040;ÁGUAS DA PRATA;24/02/2023;8;2;2023;2022/2023
2454;S;43;RS;431770;SANTO ANTÔNIO DAS MISSÕES;01/06/2023;22;6;2023;2022/2023
2455;S;43;RS;431800;SÃO BORJA;18/09/2023;38;9;2023;2023/2024
2456;S;43;RS;431770;SANTO ANTÔNIO DAS MISSÕES;06/10/2023;40;10;2023;2023/2024
2457;S;43;RS;431800;SÃO BORJA;11/10/2023;41;10;2023;2023/2024
2458;S;43;RS;431575;RIOZINHO;25/10/2023;43;10;2023;2023/2024
2459;S;43;RS;432170;TRÊS COROAS;25/10/2023;43;10;2023;2023/2024
2460;S;43;RS;431490;PORTO ALEGRE;16/11/2023;46;11;2023;2023/2024
